taxpayer_id,C++,Go,Python
H003378-1468EN,4022773,4017315,4017315
H003379-JPKILC,-135769,-616632,-616632
H003380-1OP6RX,11987,11987,11987
H003381-Z4QOT2,4651813,3760933,3760933
H003382-9XNM9B,-134862,-112454,-112454
H003383-Q10ACU,6226343,7652700,7652700
H003384-VIR25J,6089929,7745504,7745504
H003385-LIWB7I,132352,405667,405667
H003386-71FOV7,3759649,3590139,3590139
H003387-OQ2MOT,1147038,376999,376999
H003388-TG9C23,-8779,-99494,-99494
H003389-U3GNL8,6448,6448,6448
H003390-NGB8CV,-42588,-783630,-783630
H003391-F7COU7,0,0,0
H003392-87ZEPC,1597953,1599511,1599511
H003393-LFBZA7,45328,294978,294978
H003394-00RNEC,2001073,2719716,2719716
H003395-BA2B9V,5213795,4984471,4984471
H003396-5RY4GV,0,0,0
H003397-U9QUNM,6247655,7330101,7330101
H003398-FY1GQZ,1412697,0,0
H003399-M7U5G4,1223754,10609,10609
H003400-3VCMQ6,-35614,59533,59533
H003401-E5ULTQ,9188,-15705,-15705
H003402-ARL30C,3982,3982,3982
H003403-JE02N7,223,223,223
H003404-T9NZP7,-45388,-51467,-51467
H003405-J2WUDB,-387928,-1381845,-1381845
H003406-OLH2Y2,0,0,0
H003407-J9F8K5,-457630,-2240983,-2240983
H003408-6OAAGW,12014,12014,12014
H003409-WNLUG8,1498170,2185599,2185599
H003410-J1GCV7,3607906,3623638,3623638
H003411-074AJ7,912636,871771,871771
H003412-LHUIMB,-76616,-321354,-321354
H003413-9M3VKW,1981197,4740181,4740181
H003414-KQXF2Z,2659050,3175327,3175327
H003415-0M52L8,-221941,-238643,-238643
H003416-7XG1DS,11466919,11379010,11379010
H003417-TUP8BB,4268454,4158806,4158806
H003418-0T18ZC,3446660,3436142,3436142
H003419-K8YSKP,9607657,9592468,9592468
H003420-Q265XK,5031955,5321169,5321169
H003421-6DHLN3,109613,277577,277577
H003422-WAHA3N,7748211,10408052,10408052
H003423-UZL996,2755876,1962684,1962684
H003424-O0OVXO,8772635,10218556,10218556
H003425-7XFUYU,0,0,0
H003426-32WKY9,264931,-74230,-74230
H003427-PO7DX0,14965,14965,14965
H003428-24491X,-516167,-450614,-450614
H003429-YQ9KDB,0,0,0
H003430-5J3MWU,0,0,0
H003431-0U8I3T,897880,1329152,1329152
H003432-3PXJQQ,-24269,1809744,1809744
H003433-LV2MMX,1710384,917507,917507
H003434-89JJ55,395481,27666,27666
H003435-4J6WLV,0,0,0
H003436-BRDW59,5936,5936,5936
H003437-IJJZI2,-46352,-80247,-80247
H003438-JY8F8Q,-21391,291940,291940
H003439-RO9YKB,5242469,5188543,5188543
H003440-N3IBMB,53138,68531,68531
H003441-26FHJC,687574,1250176,1250176
H003442-GIEY6L,-421882,-377287,-377287
H003443-BL0WJL,4323009,5005579,5005579
H003444-T5YT06,-2219,-28545,-28545
H003445-TMDRDA,1534,1534,1534
H003446-H0EOI2,-188596,-278531,-278531
H003447-2XH5PE,1020430,2619026,2619026
H003448-M67IU8,4180299,3782728,3782728
H003449-28NS6U,7664849,5134100,5134100
H003450-50GQ7P,3987,3987,3987
H003451-TWTKML,353006,-65283,-65283
H003452-60KA35,3666032,3655732,3655732
H003453-5RYF8K,-551586,-2123736,-2123736
H003454-6IORYT,8099544,10447197,10447197
H003455-6ADL5N,1636697,1753932,1753932
H003456-JYPBRD,-181842,-178940,-178940
H003457-JTY0FK,886743,253517,253517
H003458-N7WS90,-36854,-141947,-141947
H003459-ORB8RQ,0,0,0
H003460-B42K1M,0,0,0
H003461-WUCT13,4065017,4530271,4530271
H003462-HJ0PWK,8829651,10086210,10086210
H003463-2OYPE1,2450740,2642855,2642855
H003464-HILRP8,3572,3572,3572
H003465-9P7EQH,687005,416553,416553
H003466-U9CB8Z,0,0,0
H003467-CPX27P,2449974,366334,366334
H003468-BFHGRU,1558,1558,1558
H003469-8OFV3R,8756440,10272286,10272286
H003470-2JCPWJ,1456948,1381822,1381822
H003471-GIE62U,-272735,-318189,-318189
H003472-ZIVLAA,7400,7400,7400
H003473-OUJWN3,-384372,-372900,-372900
H003474-VOUOL9,-367139,-342216,-342216
H003475-3H6C2B,-214145,-213598,-213598
H003476-FDVOGZ,1759778,1705961,1705961
H003477-P68YWP,0,0,0
H003478-INIDVU,8568,8568,8568
H003479-XRAAQW,15292,-8442,-8442
H003480-JO62TS,0,0,0
H003481-HHF2LV,-67060,-245828,-245828
H003482-TZUXEL,6484280,6494585,6494585
H003483-UZRGFO,-14176,-85869,-85869
H003484-GUH4Q6,0,0,0
H003485-63EA3N,1015379,778909,778909
H003486-0N17RQ,3018262,2871400,2871400
H003487-1LAWCC,1377940,0,0
H003488-1Y4NPF,4437222,1577622,1577622
H003489-7G4VN1,0,0,0
H003490-5SZAEY,703346,471729,471729
H003491-DTMET9,6565595,6273275,6273275
H003492-QW3C04,4103,4103,4103
H003493-71ILYR,6130284,6129904,6129904
H003494-WNPZDR,1963047,2375008,2375008
H003495-GWU7YZ,2805135,2594118,2594118
H003496-9D4XQK,58385,58385,58385
H003497-30DKX1,1815217,1618561,1618561
H003498-W6NP1L,521185,1442703,1442703
H003499-7POYX0,-44344,-203659,-203659
H003500-T7CACS,8946040,8903529,8903529
H003501-H8ETSN,11730,11730,11730
H003502-B6QFSM,13117,13117,13117
H003503-KMQ3VI,3773528,931571,931571
H003504-DR8G2X,-436261,-430268,-430268
H003505-1YUN55,11011,2052866,2052866
H003506-GSGUME,5157143,5115087,5115087
H003507-UZA19A,12369043,10815226,10815226
H003508-69DOYP,1475314,1151733,1151733
H003509-Z1SOK0,-97356,-96264,-96264
H003510-BZFGRH,-553311,-1986623,-1986623
H003511-L85QK7,815112,2081091,2081091
H003512-KM45BY,703577,7982,7982
H003513-AQEPLF,8051061,7664070,7664070
H003514-4M356S,-131969,-662168,-662168
H003515-EOF0S6,62378,62378,62378
H003516-Y4ZMO0,2696298,3755604,3755604
H003517-60OR0Y,-92535,-23322,-23322
H003518-MHJHOG,0,0,0
H003519-436WAH,-542423,-1601168,-1601168
H003520-7W72SN,1778057,1790985,1790985
H003521-GC3776,698953,1205604,1205604
H003522-ZD933Z,3976200,2013746,2013746
H003523-X36UA5,158461,8008,8008
H003524-1RFJM0,423374,1015578,1015578
H003525-AFZFHA,988616,3047489,3047489
H003526-X0YCDQ,0,0,0
H003527-YP9CW8,4732014,4627648,4627648
H003528-LJV9TF,0,0,0
H003529-H9F2TK,184124,166150,166150
H003530-KJUI1N,648101,751723,751723
H003531-J68KJY,0,0,0
H003532-ADZ61E,-88103,-268370,-268370
H003533-YAX72W,3701698,4166724,4166724
H003534-XC4LJK,5037505,5951235,5951235
H003535-V69NC8,568635,289912,289912
H003536-61XXI6,440460,569831,569831
H003537-54NNXU,741718,248450,248450
H003538-PM3S3X,10015,10015,10015
H003539-NL9ZZN,-18930,-11622,-11622
H003540-KEUIB6,4428192,4705968,4705968
H003541-MVGOX4,-340611,-380300,-380300
H003542-APN8MT,1594526,2192567,2192567
H003543-4VQ568,1939742,612303,612303
H003544-AWF2N7,2820271,2090468,2090468
H003545-VBHDLX,4008,4008,4008
H003546-INXI25,1760674,832378,832378
H003547-KY9JHY,1864984,1703213,1703213
H003548-8C1VCA,9157,9157,9157
H003549-W3KZUB,1534192,1479833,1479833
H003550-SKBSYE,-428256,-1308480,-1308480
H003551-WD0UDU,2515851,2488569,2488569
H003552-DQ9Y90,-415832,-1887973,-1887973
H003553-RZ82UU,7881720,8005239,8005239
H003554-EAZNCJ,0,0,0
H003555-ASKQ3F,36279,36279,36279
H003556-RS3G4X,98439,98439,98439
H003557-2RVK17,-643194,-628552,-628552
H003558-IVVHQ2,3142,3142,3142
H003559-4ZE0FC,-536174,-573919,-573919
H003560-GO8IDW,2553756,4895819,4895819
H003561-V76PBY,-872457,-832163,-832163
H003562-Y081QD,890495,399155,399155
H003563-A89SPT,-796944,-747274,-747274
H003564-NKCM7N,2718447,2205083,2205083
H003565-JWJS48,3269486,3089883,3089883
H003566-4NODKQ,5408090,5427253,5427253
H003567-I0WNGW,-73330,-66722,-66722
H003568-V644NU,0,0,0
H003569-AGJXJO,258671,226112,226112
H003570-ULFXRF,865403,860350,860350
H003571-EETW78,1696173,1331657,1331657
H003572-LXEQB7,0,0,0
H003573-B0N7XW,8277,8277,8277
H003574-KX26MM,2945,2945,2945
H003575-H4K3AK,1074,1074,1074
H003576-KOHBSZ,0,0,0
H003577-2XTYH0,36515,36515,36515
H003578-R7CNWW,-99797,-58592,-58592
H003579-TIJAST,2538437,2655360,2655360
H003580-WY50N8,1672405,2409736,2409736
H003581-UEMOX1,411027,411027,411027
H003582-PHH5YS,0,0,0
H003583-CKK1HA,0,0,0
H003584-94QJYG,-566345,-340618,-340618
H003585-1TVI8M,7101486,6291555,6291555
H003586-OKTECT,0,0,0
H003587-2H1O6J,39857,39857,39857
H003588-F5TKE6,0,0,0
H003589-HZ5HEK,4596731,5854044,5854044
H003590-7GU31W,4971412,4712687,4712687
H003591-11F2DX,16164,16164,16164
H003592-MEJTRA,-126896,620710,620710
H003593-0ASTMO,-48409,-44257,-44257
H003594-44V3O1,0,0,0
H003595-4VU1KB,6631267,5531546,5531546
H003596-87JXSJ,1606968,-307816,-307816
H003597-03KJV7,0,0,0
H003598-39C1RP,5975,5975,5975
H003599-HMYIY9,1604297,1604297,1604297
H003600-BKJ87I,16792,-18440,-18440
H003601-B4W7BG,2428728,3546867,3546867
H003602-EHHRXF,1783206,0,0
H003603-YR7P96,7948964,7782406,7782406
H003604-BKUXEW,2353342,2616411,2616411
H003605-5YVT03,2761214,4625154,4625154
H003606-IW4442,836748,604074,604074
H003607-GW9JS5,71369,142619,142619
H003608-XEBW4V,1615389,1598369,1598369
H003609-TI94WM,3526360,6014959,6014959
H003610-POOCZ8,-31889,-122555,-122555
H003611-FVXG85,-460908,-464032,-464032
H003612-FOKZ8Y,4827941,6265838,6265838
H003613-NE73AF,596,596,596
H003614-J877VV,543347,1461804,1461804
H003615-31XZ8L,8839,8839,8839
H003616-H5F294,-78148,-768009,-768009
H003617-4FMCD2,3237,3237,3237
H003618-CFNG0T,-131979,-87771,-87771
H003619-KZ7ES2,796053,822065,822065
H003620-7J17Z6,-592383,-590576,-590576
H003621-E47KSJ,-214965,-259671,-259671
H003622-3JDG75,13014,13014,13014
H003623-I2OLZN,522571,545213,545213
H003624-IB5990,-358806,-347905,-347905
H003625-PWXIIU,740500,22147,22147
H003626-13E6BD,0,0,0
H003627-49XBQW,1289076,406184,406184
H003628-6YQF1E,-4584,-573931,-573931
H003629-I824EH,3862317,5341140,5341140
H003630-0V78HI,3243081,1883651,1883651
H003631-O7DW3J,-295008,-1056550,-1056550
H003632-VMW148,423989,609794,609794
H003633-UQGF2D,-1202226,-1237363,-1237363
H003634-L0L8CR,-39572,-11570,-11570
H003635-1VUY9M,2509010,2953812,2953812
H003636-AXBDMM,8015,8015,8015
H003637-90D65J,11150,164606,164606
H003638-C8HW9V,1623652,242706,242706
H003639-8QKE4W,-433718,-343051,-343051
H003640-K408MW,-239079,-244646,-244646
H003641-LN8OTM,9083159,9097525,9097525
H003642-7XK8LU,3394344,4906904,4906904
H003643-6KKGOB,4004,4004,4004
H003644-SB88F7,6123,6123,6123
H003645-8UMJY4,-710216,-695506,-695506
H003646-5DDHD3,0,0,0
H003647-X9OA9F,0,0,0
H003648-MPM6L8,2655473,1725035,1725035
H003649-SNUKW2,-54490,-289612,-289612
H003650-EGU6WQ,21977,21977,21977
H003651-NVFN7P,22818,22818,22818
H003652-Z01LWJ,5120369,5095812,5095812
H003653-VUWZAR,-89013,-901277,-901277
H003654-J49223,7768,7768,7768
H003655-OOYD4H,8002,8002,8002
H003656-JHZWRT,0,2281034,2281034
H003657-K3TJER,-5100,-5100,-5100
H003658-BS8WF0,8523,8523,8523
H003659-Z8S4VM,-86739,-350429,-350429
H003660-TJO8S8,869121,868782,868782
H003661-JU3XET,283942,456279,456279
H003662-E9Z8MJ,-44490,-42542,-42542
H003663-6Q5HH8,0,0,0
H003664-Z5VAAZ,0,0,0
H003665-FT1NP0,6237,6237,6237
H003666-6H9KTQ,0,0,0
H003667-63YX8J,302838,1085039,1085039
H003668-UP1ZDO,322536,544608,544608
H003669-K7FRBP,732101,595441,595441
H003670-P802HD,25945,25945,25945
H003671-PROH30,2673840,2569950,2569950
H003672-991BK0,1004516,2690905,2690905
H003673-OD1IQ6,38855,38855,38855
H003674-6SVFHF,1730533,1084936,1084936
H003675-OUCXT0,5965104,6059858,6059858
H003676-70GHF6,0,0,0
H003677-XI58D4,-363246,-1381441,-1381441
H003678-1XM5L6,-44078,23433,23433
H003679-9E0TUV,1325246,1375973,1375973
H003680-BMNJ83,83022,981082,981082
H003681-T10VZ5,549106,-14437,-14437
H003682-XSQSM4,-759137,-820703,-820703
H003683-J9SGDH,0,0,0
H003684-RRMSB9,7981,7981,7981
H003685-O2BSLF,0,0,0
H003686-4LSOMX,61168,84573,84573
H003687-GVOYIQ,-228461,-279835,-279835
H003688-9ST46B,7763233,8018635,8018635
H003689-L5FDPU,-313823,-390831,-390831
H003690-DJPJ6K,0,1086671,1086671
H003691-VU2OMJ,2566477,1518516,1518516
H003692-X512FX,4238864,4946817,4946817
H003693-OQL7K8,-644958,-515383,-515383
H003694-R5X0H5,-31528,405815,405815
H003695-PQ1H70,4089579,4084737,4084737
H003696-Y7YJ4F,7928648,7699684,7699684
H003697-FY3JFS,2294360,2078538,2078538
H003698-WMAC97,5174766,4211660,4211660
H003699-ZHYUVP,10255,10255,10255
H003700-9H9U9C,7983,7983,7983
H003701-203VAV,2728488,2500251,2500251
H003702-94LVFU,65196,65196,65196
H003703-YQXIV2,741505,743389,743389
H003704-A9EIYE,-209136,-430410,-430410
H003705-01V9QM,1044710,1075337,1075337
H003706-6HV3UC,0,0,0
H003707-9N7440,-13638,-6699,-6699
H003708-9R1ST7,1146797,0,0
H003709-VRKTYO,4109,4109,4109
H003710-0LI71S,2587162,2434056,2434056
H003711-GLPQ8G,0,0,0
H003712-C8KRI3,297317,338461,338461
H003713-LX35N2,6719249,8314895,8314895
H003714-3LD2DV,17076970,16947030,16947030
H003715-AMX8FO,17358810,16817442,16817442
H003716-D32LPV,11635,11635,11635
H003717-3MXJ3Q,67003,1169404,1169404
H003718-1HTD9D,0,0,0
H003719-2WOJDZ,678358,1893018,1893018
H003720-4GIPJJ,2645738,2699949,2699949
H003721-TKI313,1767944,1340479,1340479
H003722-TU6Q6R,-550170,-2187873,-2187873
H003723-AG2KAO,7579,7579,7579
H003724-DT2NFK,-235004,-230077,-230077
H003725-1QIO67,501905,501905,501905
H003726-ZTY7XX,5441,5441,5441
H003727-F6Q9ZQ,-71658,-289039,-289039
H003728-O4J864,1536293,1633758,1633758
H003729-4K4GRQ,1872231,1942597,1942597
H003730-858GOL,-539358,-1719689,-1719689
H003731-Z1L6LV,3981,3981,3981
H003732-93UNBF,5631238,2644584,2644584
H003733-TLJPNF,10579,10579,10579
H003734-VH7G6N,654857,421803,421803
H003735-S4J74V,189838,4270233,4270233
H003736-3PM88L,2536902,669244,669244
H003737-GA2E8P,1313866,1419755,1419755
H003738-5ZK77G,1268024,-75260,-75260
H003739-AK92GT,1351519,3311662,3311662
H003740-574TAM,8011,8011,8011
H003741-3BTFWO,-1086289,-3814762,-3814762
H003742-N6CMDS,-817958,-816135,-816135
H003743-B3R5HV,1967216,956328,956328
H003744-M1I1PT,0,0,0
H003745-713186,-438949,-1693379,-1693379
H003746-FQ9ON2,508799,1023485,1023485
H003747-JFPYE7,-165399,-159134,-159134
H003748-K1UBNM,885682,0,0
H003749-HH4YIY,0,0,0
H003750-N0S06X,708720,2261009,2261009
H003751-QJ95DV,3391933,2910599,2910599
H003752-7TMQCF,0,0,0
H003753-T3ILPJ,1353208,1353208,1353208
H003754-AF0NZ8,956,956,956
H003755-HOY0XE,-324819,-973100,-973100
H003756-QZEANV,2343044,2687329,2687329
H003757-RPBWNG,8006,8006,8006
H003758-2IZZK9,0,0,0
H003759-QPUMPF,3911946,4203100,4203100
H003760-LGXF1G,-950548,-4069239,-4069239
H003761-LGAHL0,6344810,7480960,7480960
H003762-97ARN8,217227,8018,8018
H003763-SOGVFC,874760,1202624,1202624
H003764-PMLVZB,1348418,1037315,1037315
H003765-YOL64T,2434676,1052127,1052127
H003766-Y5DIVG,2588208,2338930,2338930
H003767-LX24NE,1974,1974,1974
H003768-JB56OG,3083479,4531346,4531346
H003769-BFW0EM,0,0,0
H003770-2982IN,93700,-335888,-335888
H003771-024FV8,1029042,110470,110470
H003772-BACAM7,-172982,-611785,-611785
H003773-610TYT,1408752,1189600,1189600
H003774-5I9J3J,6120191,5817464,5817464
H003775-937P48,-185784,-209377,-209377
H003776-5296AJ,-534520,-2180907,-2180907
H003777-6Q5Z0L,125404,125404,125404
H003778-TFIB30,5426540,5477008,5477008
H003779-WEI4X6,4417327,4422636,4422636
H003780-9TO9ZI,2971671,1692343,1692343
H003781-ZDOV2K,-271674,-275109,-275109
H003782-QKMFEF,1219092,581040,581040
H003783-24PUYZ,811950,1006037,1006037
H003784-WGWITS,-100165,-46732,-46732
H003785-2RMGYS,-75081,-195522,-195522
H003786-06A9FL,110565,76252,76252
H003787-OHOPA5,1152415,1148751,1148751
H003788-GAXZHL,0,0,0
H003789-WPI9PE,-46402,-27170,-27170
H003790-YLXK2P,0,0,0
H003791-36GBOV,16216,16216,16216
H003792-UXXWE5,1314741,1323944,1323944
H003793-TCOX2B,1951670,1951415,1951415
H003794-32ID7A,1746415,1692807,1692807
H003795-O7A4DD,97332,97332,97332
H003796-C58XR9,47400,321683,321683
H003797-YSV0PJ,-139864,-610762,-610762
H003798-4SSN1S,-16306,-47321,-47321
H003799-N7HVVO,-230720,-1642463,-1642463
H003800-BNNOID,0,0,0
H003801-WDNREB,-97206,-719539,-719539
H003802-I9W6DC,2475217,3663489,3663489
H003803-XSCZ7Y,2121959,1903796,451503
H003804-VFE9BI,11035,11035,11035
H003805-LO73U9,-230384,-227740,-227740
H003806-Z5WGY6,2046781,2930670,2930670
H003807-S6BCTI,2573973,2324852,2324852
H003808-JW0XFA,0,0,0
H003809-LLQU7V,-61659,-266905,-266905
H003810-53OCR8,967470,967470,967470
H003811-FHAI3B,15988,15988,15988
H003812-6ZY8GU,7987,7987,7987
H003813-VYQC8V,114070,114080,114080
H003814-SFV9PT,-146652,-748882,-748882
H003815-SXOYZV,491785,491327,491327
H003816-DIS00M,4251805,2962278,2962278
H003817-M2BXXC,153130,153009,153009
H003818-X6C1EY,4088758,4797515,4797515
H003819-2K5V4N,557687,774369,774369
H003820-G69428,5358816,4780170,4780170
H003821-YBRGHM,1034882,1096551,1096551
H003822-F4NILD,3983,3983,3983
H003823-VNZ1PX,-73648,-282360,-282360
H003824-FSPSHC,3842877,3682290,3682290
H003825-6BDXU3,7328,7328,7328
H003826-ZU4ZUE,-29274,-282080,-282080
H003827-LOS83C,7305902,9199103,9199103
H003828-TWU19R,2153640,1473114,1473114
H003829-88568J,322499,4426,4426
H003830-ZBNFZF,0,0,0
H003831-CJAJ8I,1703424,1541424,1541424
H003832-25R3SB,-221270,-197437,-197437
H003833-TA59BK,4842082,4154682,4154682
H003834-6JFHQM,4192606,4534279,4534279
H003835-DMVK9H,3401801,6785153,6785153
H003836-SOCJ8W,832388,832388,832388
H003837-DJ2QEA,782250,704920,704920
H003838-GI23MT,-186514,-685571,-685571
H003839-EAVQHW,3236,3236,3236
H003840-6TPUYH,2320366,2677114,2677114
H003841-7NE52V,0,0,0
H003842-D6HATX,0,0,0
H003843-A0ZTZB,4722226,6762760,6762760
H003844-XDOF3V,7272862,7669777,7669777
H003845-TIQMTT,2112836,2116399,2116399
H003846-ERHQLN,-751493,-720370,-720370
H003847-J8A59I,-165455,-157862,-157862
H003848-GJQWAK,0,0,0
H003849-CTZP4X,-151982,-300641,-300641
H003850-Q6YAY2,3889569,3405016,3405016
H003851-T4ELBK,266761,20139,20139
H003852-SZU6SU,7901463,9290786,9290786
H003853-K31KWO,12004,12004,12004
H003854-M0GSYF,-19216,-113827,-113827
H003855-VQQDUO,1150478,1053139,1053139
H003856-KSQWKF,0,0,0
H003857-ZCEHJQ,292710,8181,8181
H003858-5D80DN,483141,348635,348635
H003859-DJCY2F,0,0,0
H003860-VSFIKQ,3155287,1410884,1410884
H003861-AXO444,3981,3981,3981
H003862-D8E1CH,-31115,-200749,-200749
H003863-UG3NV2,419259,425900,425900
H003864-WE1CZO,-360179,-262945,-262945
H003865-QQXYHT,741414,792969,792969
H003866-HLZGHE,3157402,5446515,5446515
H003867-1RF7Q5,-55892,-21665,-21665
H003868-UMAQTU,-171120,-321498,-321498
H003869-TDVT2J,8381923,8492239,8492239
H003870-VYWR5U,480128,-74969,-74969
H003871-6V10X4,7231654,9716709,9716709
H003872-3FATOF,127026,313203,313203
H003873-KKO5NT,5553099,6640093,6640093
H003874-NPSXGF,4767072,3963586,3963586
H003875-B6LI76,-78266,423198,423198
H003876-HFMIA3,23583,23583,23583
H003877-CRD121,32246,32246,32246
H003878-7ZJZWU,302289,593,593
H003879-PUAK11,3967814,4108425,4108425
H003880-77OVKN,16941,16941,16941
H003881-9I2EH4,3649165,3164230,3164230
H003882-9F1ZAT,7978,7978,7978
H003883-KS6FH4,8881,8881,8881
H003884-RETBAW,3145,3145,3145
H003885-YFTWCT,2287536,2352136,2352136
H003886-WF0R1M,869239,1257668,1257668
H003887-IZ81F2,-17642,-212743,-212743
H003888-9C26H9,2865295,1823324,1823324
H003889-FTH9QR,0,0,0
H003890-QVLAIU,16907,64603,64603
H003891-RNN1RT,5516346,7628090,7628090
H003892-WQDAJZ,4398933,3857376,3857376
H003893-4Y7657,0,0,0
H003894-QZ8TG1,-305263,-954188,-954188
H003895-9AP52X,0,0,0
H003896-8Q4ELF,4168969,3985002,3985002
H003897-A3WPT1,3981,3981,3981
H003898-XTCAQG,0,0,0
H003899-B3V9MQ,364674,1702969,1702969
H003900-6WM8AA,7912437,9612190,9612190
H003901-BF4HPS,599,599,599
H003902-EKN2Q4,111341,113609,113609
H003903-1SEGBJ,11005,11005,11005
H003904-1E82KU,3216615,2889305,2889305
H003905-8V8GEV,10487,10487,10487
H003906-SB5XTW,0,0,0
H003907-2HYOVZ,32186,32186,32186
H003908-4BHMDC,5751,5751,5751
H003909-VNAJO2,2807302,2860784,2860784
H003910-B5LOAH,32486,32486,32486
H003911-2ROWY9,5666782,4151327,4151327
H003912-85DF6Z,0,0,0
H003913-KMY41H,-527067,-1719577,-1719577
H003914-0EV7K4,4563240,4355655,4355655
H003915-MFHAQA,0,0,0
H003916-JDFIHC,-199531,-725187,-725187
H003917-LVPKP4,-5005,-5005,-5005
H003918-60N5UO,3938579,4923871,4923871
H003919-I4577W,-47534,-231188,-231188
H003920-TG4CKF,64666,64666,64666
H003921-13TODH,-44325,204379,204379
H003922-GZR5LP,0,703232,703232
H003923-OPSFFQ,1079414,160710,160710
H003924-DNYAQ9,84231,84231,84231
H003925-7SKHTD,1464034,857900,857900
H003926-2OQ6U8,5940744,6437119,6437119
H003927-II2LX2,-609692,-2144302,-2144302
H003928-YUDCQ4,3851910,3996842,3996842
H003929-J9X1EC,12053,-76456,-76456
H003930-6P1PTG,-114805,-114802,-114802
H003931-CIFR0Z,306313,-21468,-21468
H003932-733GLQ,-533969,-563330,-563330
H003933-N1FH7O,-197310,-702561,-702561
H003934-IZBKJP,-135971,-603465,-603465
H003935-5P3IQ9,6841694,6292661,6292661
H003936-DO10CS,1687942,2371608,2371608
H003937-UJ0TX4,443,443,443
H003938-9E7T3H,0,0,0
H003939-ME1OP1,2323019,2182213,2182213
H003940-3LYLJ2,3857988,3851581,3851581
H003941-SGW9DV,-101335,-576627,-576627
H003942-F7VDIU,2740923,2705099,2705099
H003943-X6TNZA,-591495,-534228,-534228
H003944-H8K6R9,-75129,-75170,-75170
H003945-N8W94Z,-222487,-794762,-794762
H003946-TLSWV7,3350531,1412984,1412984
H003947-Y2215L,0,0,0
H003948-4UDOQE,-24316,313868,313868
H003949-7HUXQQ,-16410,10949,10949
H003950-XJQO5W,0,0,0
H003951-NEHFJ9,8717,49151,49151
H003952-JA1T3P,259,259,259
H003953-OLJHB4,1315472,517944,517944
H003954-CK0RQJ,-183863,-585689,-585689
H003955-97LJEK,-176711,660720,660720
H003956-AS9248,3408,3408,3408
H003957-VWMZEV,2912654,3292987,3292987
H003958-KK3NU3,11028,11028,11028
H003959-INUGPC,-314749,-263360,-263360
H003960-1FXSGW,2395131,4156060,4156060
H003961-FGLLG8,-301227,-1048017,-1048017
H003962-7FFG8Y,2108277,2108277,2108277
H003963-9R3COL,3260834,1314771,1314771
H003964-C3L5NU,-58720,487402,487402
H003965-LTOWUU,2009506,2269416,2269416
H003966-BT9617,2848168,2919482,2919482
H003967-8HAGKE,-472113,-2364712,-2364712
H003968-YH9KTD,0,0,0
H003969-KXA43L,0,0,0
H003970-Z9XWC7,0,0,0
H003971-4FTK6J,-3481,-3756,-3756
H003972-PV9L1U,0,0,0
