taxpayer_id,out_v1,out_v2,out_v3
H003161-UHFUUG,15828,15828,15828
H003162-CIOO2A,-498129,-498129,-498129
H003163-09LAD6,4472,4472,4472
H003164-ZH16YP,717275,717275,717275
H003165-4VAUW3,6050331,6050331,6050331
H003166-M9IC2I,6317332,6317332,6317332
H003167-U3RC3B,-41778,-41778,-41778
H003168-CHV60Y,-507222,-507222,-507222
H003169-9X1IUM,1055328,1055328,1055328
H003170-32FPAU,3228309,3228309,3228309
H003171-DVCQDA,-50219,-50219,-50219
H003172-R6Z1YY,95907,95907,95907
H003173-LIH3ND,-95417,-95417,-95417
H003174-HXMA4Q,192647,192647,192647
H003175-ACDVCE,2778313,2778313,2778313
H003176-T6CGEG,4007367,4007367,4007367
H003177-WSZXVJ,2827047,2827047,2827047
H003178-XKAPSV,0,0,0
H003179-UINKRY,-521517,-521517,-521517
H003180-EA2CO9,9769,9769,9769
H003181-JFFMX8,-155659,-155659,-155659
H003182-DXPS2B,-84734,-84734,-84734
H003183-P6KDNR,2407697,2407697,2407697
H003184-NMN6AM,-1543851,-1438931,-1543851
H003185-QWT6BY,-358496,-358496,-358496
H003186-26BVSI,-94674,-94674,-94674
H003187-S3Z3Q9,2614696,2614696,2614696
H003188-Q3XC6Q,-1175930,-1175930,-1175930
H003189-PC9XVN,3690682,3690682,3690682
H003190-W7IN2Q,127416,127416,83311
H003191-H96S79,-510016,-510016,-510016
H003192-W22QUK,142047,142047,142047
H003193-7ZHW31,1939231,1939231,1939231
H003194-7G1PP3,0,0,0
H003195-6C2OCL,7954464,7954464,7954464
H003196-HMX8R7,4989611,4989611,4989611
H003197-8FWIL8,0,0,0
H003198-FYJ5I4,-590946,-590946,-590946
H003199-3GIDVW,0,0,0
H003200-VTT7W6,3964,3964,3964
H003201-6RRFTV,505675,505675,505675
H003202-TW5IRR,0,0,0
H003203-RQ8VXU,-496910,-496910,-496910
H003204-VF9IU5,6150736,6150736,6150736
H003205-A6GJZB,8737,8737,8737
H003206-2Q9YAO,2760394,2760394,2760394
H003207-6DP9WF,581518,581518,581518
H003208-VVSMQZ,-32045,-32045,-32045
H003209-PYBYXK,0,0,0
H003210-8KKGJE,6484936,6484936,6484936
H003211-I8KXPB,1352547,1352547,1352547
H003212-WY3NNS,0,0,0
H003213-CS0HW5,1831889,1831889,1831889
H003214-HFSICE,60140,60140,60140
H003215-E9VFGP,178040,178040,178040
H003216-5EFAA6,2556278,2556278,2556278
H003217-BE1B0R,0,0,0
H003218-B6COS3,6004746,6004746,6004746
H003219-W23PCB,3847903,3847903,3847903
H003220-OK8DH0,1577431,1577431,1577431
H003221-922JE2,-2249991,-2249991,-2249991
H003222-CV4LMH,3415,3415,3415
H003223-WX9HK1,763582,763582,763582
H003224-AQFDSH,0,0,0
H003225-TVQJKE,945321,945321,945321
H003226-3WAIEY,0,0,0
H003227-ZOTZCQ,4553164,4553164,4553164
H003228-STIRT1,7986,7986,7986
H003229-TFRQYH,5778107,5778107,5778107
H003230-8U4P1Q,3953,3953,3953
H003231-QNOQEA,1083027,1083027,1083027
H003232-U1Q3BK,0,0,0
H003233-AWYVHL,-1549589,-1549589,-1549589
H003234-GLFG38,1093452,1093452,1093452
H003235-12NMZ8,-291783,-291783,-291783
H003236-4NL3LO,1169767,1169767,1169767
H003237-3HNP8G,-672049,-672049,-672049
H003238-BQJ306,-467733,-467733,-467733
H003239-6DK9O4,2168697,2168697,2096126
H003240-4B9B5J,1474952,1474952,1474952
H003241-0FRMVI,1603817,1603817,1603817
H003242-XKRIA7,1775117,1775117,1775117
H003243-SYPTOI,-132150,-132150,-132150
H003244-LGJOAA,27733,27733,27733
H003245-P7R3O7,0,0,0
H003246-YZ3SP2,5036,5036,5036
H003247-6TI8CP,0,0,0
H003248-Z9SINE,220400,220400,220400
H003249-Q146Q6,-255200,-255200,-255200
H003250-PSZN1L,830391,830391,830391
H003251-IM9WBT,12733,12733,12733
H003252-7J3QN0,832,832,832
H003253-1QFUO7,1289992,1289992,1289992
H003254-JZ4XZJ,-231327,-231327,-231327
H003255-ZD40TE,0,0,0
H003256-PF5M63,2742952,2742952,2742952
H003257-CTDKO8,-446816,-446816,-446816
H003258-1D4808,-3098708,-3098708,-3098708
H003259-LU4TD1,2429888,2429888,2429888
H003260-5342K2,-68414,-68414,-68414
H003261-O3YSA2,-519752,-519752,-519752
H003262-KQUJWR,1276240,1276240,1276240
H003263-T5XG3V,-1095749,-1095749,-1095749
H003264-QV898H,4362795,4362795,4362795
H003265-YDUDTG,0,0,0
H003266-JVVCSP,-138884,-138884,-138884
H003267-YZVRAY,124663,124663,124663
H003268-9FYP5K,14261390,14261390,14261390
H003269-F933JG,213175,213175,213175
H003270-2GDTNO,2605947,2605947,2605947
H003271-V4YERH,0,0,0
H003272-0VZ0PX,8222,8222,8222
H003273-DPJZUR,0,0,0
H003274-BGMNTB,900823,900823,900823
H003275-8EQO2U,1682712,1682712,1682712
H003276-Q5E0YS,2275147,2275147,2275147
H003277-PSKZYL,3369914,3369914,3369914
H003278-POKP27,355640,355640,355640
H003279-0BNFIS,156424,156424,156424
H003280-91IVM6,12886109,12886109,12886109
H003281-LFSCJR,0,0,0
H003282-J1DQJR,360914,360914,360914
H003283-PHMTBS,4130340,4130340,4130340
H003284-1QW1S5,-8636,-8636,-8636
H003285-7X4RJW,0,0,0
H003286-4KVVQB,-728760,-728760,-728760
H003287-N0Z2Z5,836582,836582,836582
H003288-3H45OF,3995,3995,3995
H003289-W0U068,3482799,3482799,3482799
H003290-B161JP,0,0,0
H003291-LRLK2C,0,0,0
H003292-Q668ZI,861007,861007,861007
H003293-YY8SDK,4010,4010,4010
H003294-LSSMAM,19632,19632,19632
H003295-DWHBOQ,311878,311878,167939
H003296-HBHL4B,11946821,11946821,11946821
H003297-XVBN8W,0,0,0
H003298-W1CJ90,1810001,1810001,1810001
H003299-IMQRSM,8724,8724,8724
H003300-NGY1EM,6660774,6660774,6660774
H003301-1PJ0AT,2736,2736,2736
H003302-846P2X,345099,345099,345099
H003303-1A00F4,5623,5623,5623
H003304-PDE6XX,-284263,-284263,-284263
H003305-LAS04S,4387004,4387004,4387004
H003306-ZCVW7O,10203,10203,10203
H003307-D56XDS,1932859,1932859,1932859
H003308-J9Z04N,132510,132510,132510
H003309-SCHY77,165029,165029,165029
H003310-23YIGG,-199028,-199028,-199028
H003311-AJ04GM,-1051132,-1051132,-1051132
H003312-569NVD,-231416,-231416,-231416
H003313-K8J2ZY,6292474,6292474,6292474
H003314-VTRX7Y,4633436,4633436,4633436
H003315-3DGT6M,0,0,0
H003316-ZMVGB6,-340918,-340918,-340918
H003317-A4DB3N,4896260,4896260,4896260
H003318-T69M9D,0,0,0
H003319-3XP0GD,-1157034,-1157034,-1157034
H003320-C1UUWM,988027,988027,988027
H003321-USGMWE,-85635,-85635,-85635
H003322-82PA4C,1793874,1793874,1793874
H003323-A1U9NU,1129774,1129774,1129774
H003324-7LMSTB,2444211,2444211,2444211
H003325-U881FU,-376750,-376750,-376750
H003326-JRZVE8,-346033,-346033,-346033
H003327-JELQZ0,0,0,0
H003328-LHEAU1,-277890,-277890,-277890
H003329-AD15ZQ,3368783,3368783,3368783
H003330-OVZFMN,-1860640,-1860640,-1860640
H003331-MRPCIM,7039,7039,7039
H003332-7GM1T5,5022738,5022738,5022738
H003333-FY7LJE,3638535,3638535,3638535
H003334-55OHF3,-1999781,-1999781,-1999781
H003335-JX0856,719117,719117,719117
H003336-N8D13F,1538590,1538590,1538590
H003337-RA8IH8,-126998,-126998,-125158
H003338-R65AQI,-230757,-230757,-230757
H003339-RCTT5M,-852431,-852431,-852431
H003340-XVT1QD,1337229,1337229,1337229
H003341-8GDVD7,-611910,-611910,-611910
H003342-BRBRQY,56998,56998,56998
H003343-BI4FDX,8376,8376,8376
H003344-VN7LJJ,9267725,9267725,9267725
H003345-CH5AY4,0,0,0
H003346-L6PNVX,521,521,521
H003347-87WYV2,-87031,-87031,-87031
H003348-U8ZMGV,1670110,1670110,1670110
H003349-58VQN4,2467325,2467325,2467325
H003350-H0MK9F,6510324,6510324,6510324
H003351-WFBZ7I,8020,8020,8020
H003352-AVPM30,11175,11175,11175
H003353-LCG4CH,8950,8950,8950
H003354-F8RXQY,4114319,4114319,4114319
H003355-C5DWES,3583175,3583175,3583175
H003356-RN4Z6H,-123756,-123756,-123756
H003357-QXTR27,255447,255447,255447
H003358-NAKUNE,-352843,-352843,-352843
H003359-KM0N1U,5834904,5834904,5834904
H003360-0FB5FV,-100966,-100966,-100966
H003361-1J7SCA,-1912383,-1912383,-1912383
H003362-BRFGQ2,0,0,0
H003363-TIRQBQ,1796646,1796646,1796646
H003364-F3TBSH,6624,6624,6624
H003365-S1MKJ2,1925643,1925643,1925643
H003366-SQCO4P,23902,23902,23902
H003367-NXBRZD,7094735,7094735,7094735
H003368-1GQBYB,2823954,2823954,2823954
H003369-GS421X,4301337,4301337,4301337
H003370-4GG4G9,-1541788,-1541788,-1541788
H003371-WZF1P5,0,0,0
H003372-PPA1XI,-2221162,-2221162,-2221162
H003373-I6WFFN,43044,43044,43044
H003374-RPJKZR,1916665,1916665,1916665
H003375-L96Y36,-1297187,-1297187,-1297187
H003376-AZ0O7T,-954112,-954112,-954112
H003377-94W9CA,3884516,3884516,3884516
H003378-1468EN,4017315,4017315,4017315
H003379-JPKILC,-616632,-616632,-616632
H003380-1OP6RX,11987,11987,11987
H003381-Z4QOT2,3760933,3760933,3760933
H003382-9XNM9B,-112454,-112454,-112454
H003383-Q10ACU,7652700,7652700,7652700
H003384-VIR25J,7745504,7745504,7745504
H003385-LIWB7I,405667,405667,405667
H003386-71FOV7,3590139,3590139,3590139
H003387-OQ2MOT,376999,376999,376999
H003388-TG9C23,-99494,-99494,-99494
H003389-U3GNL8,6448,6448,6448
H003390-NGB8CV,-783630,-783630,-783630
H003391-F7COU7,0,0,0
H003392-87ZEPC,1599511,1599511,1599511
H003393-LFBZA7,294978,294978,294978
H003394-00RNEC,2719716,2719716,2719716
H003395-BA2B9V,4984471,4984471,4984471
H003396-5RY4GV,0,0,0
H003397-U9QUNM,7330101,7330101,7291540
H003398-FY1GQZ,0,0,0
H003399-M7U5G4,10609,10609,10609
H003400-3VCMQ6,59533,59533,59533
H003401-E5ULTQ,-15705,-15705,-15705
H003402-ARL30C,3982,3982,3982
H003403-JE02N7,223,223,223
H003404-T9NZP7,-51467,-51467,-51467
H003405-J2WUDB,-1381845,-1381845,-1381845
H003406-OLH2Y2,0,0,0
H003407-J9F8K5,-2240983,-2240983,-2240983
H003408-6OAAGW,12014,12014,12014
H003409-WNLUG8,2185599,2185599,2185599
H003410-J1GCV7,3623638,3623638,3623638
H003411-074AJ7,871771,871771,871771
H003412-LHUIMB,-321354,-321354,-321354
H003413-9M3VKW,4740181,4740181,4740181
H003414-KQXF2Z,3175327,3175327,3175327
H003415-0M52L8,-238643,-238643,-238643
H003416-7XG1DS,11379010,11379010,11379010
H003417-TUP8BB,4158806,4158806,4158806
H003418-0T18ZC,3436142,3436142,3436142
H003419-K8YSKP,9592468,9592468,9592468
H003420-Q265XK,5321169,5321169,5321169
H003421-6DHLN3,277577,277577,277577
H003422-WAHA3N,10408052,10408052,10749359
H003423-UZL996,1962684,1962684,1962684
H003424-O0OVXO,10218556,10218556,10218556
H003425-7XFUYU,0,0,0
H003426-32WKY9,-74230,-74230,-74230
H003427-PO7DX0,14965,14965,14965
H003428-24491X,-450614,-450614,-450614
H003429-YQ9KDB,0,0,0
H003430-5J3MWU,0,0,0
H003431-0U8I3T,1329152,1329152,1329152
H003432-3PXJQQ,1809744,1809744,1809744
H003433-LV2MMX,917507,917507,917507
H003434-89JJ55,27666,27666,27666
H003435-4J6WLV,0,0,0
H003436-BRDW59,5936,5936,5936
H003437-IJJZI2,-80247,-80247,-80247
H003438-JY8F8Q,291940,291940,291940
H003439-RO9YKB,5188543,5188543,5188543
H003440-N3IBMB,68531,68531,68531
H003441-26FHJC,1250176,1250176,1250176
H003442-GIEY6L,-377287,-377287,-377287
H003443-BL0WJL,5005579,5005579,5005579
H003444-T5YT06,-28545,-28545,-28545
H003445-TMDRDA,1534,1534,1534
H003446-H0EOI2,-278531,-278531,-278531
H003447-2XH5PE,2619026,2619026,2619026
H003448-M67IU8,3782728,3782728,3782728
H003449-28NS6U,5134100,5134100,5134100
H003450-50GQ7P,3987,3987,3987
H003451-TWTKML,-65283,-65283,-65283
H003452-60KA35,3655732,3655732,3655732
H003453-5RYF8K,-2123736,-2123736,-2123736
H003454-6IORYT,10447197,10447197,10447197
H003455-6ADL5N,1753932,1753932,1753932
H003456-JYPBRD,-178940,-178940,-178940
H003457-JTY0FK,253517,253517,253517
H003458-N7WS90,-141947,-141947,-141947
H003459-ORB8RQ,0,0,0
H003460-B42K1M,0,0,0
H003461-WUCT13,4530271,4530271,4530271
H003462-HJ0PWK,10086210,10086210,10086210
H003463-2OYPE1,2642855,2642855,2642855
H003464-HILRP8,3572,3572,3572
H003465-9P7EQH,416553,416553,416553
H003466-U9CB8Z,0,0,0
H003467-CPX27P,366334,366334,366334
H003468-BFHGRU,1558,1558,1558
H003469-8OFV3R,10272286,10272286,10272286
H003470-2JCPWJ,1381822,1381822,1381822
H003471-GIE62U,-318189,-318189,-318189
H003472-ZIVLAA,7400,7400,7400
H003473-OUJWN3,-372900,-372900,-372900
H003474-VOUOL9,-342216,-342216,-342216
H003475-3H6C2B,-213598,-213598,-213598
H003476-FDVOGZ,1705961,1705961,1705961
H003477-P68YWP,0,0,0
H003478-INIDVU,8568,8568,8568
H003479-XRAAQW,-8442,-8442,-8442
H003480-JO62TS,0,0,0
H003481-HHF2LV,-245828,-245828,-245828
H003482-TZUXEL,6494585,6494585,6494585
H003483-UZRGFO,-85869,-85869,-85869
H003484-GUH4Q6,0,0,0
H003485-63EA3N,778909,778909,778909
H003486-0N17RQ,2871400,2871400,2871400
H003487-1LAWCC,0,0,0
H003488-1Y4NPF,1577622,1577622,1577622
H003489-7G4VN1,0,0,0
H003490-5SZAEY,471729,471729,897064
H003491-DTMET9,6273275,6273275,6273275
H003492-QW3C04,4103,4103,4103
H003493-71ILYR,6129904,6129904,6129904
H003494-WNPZDR,2375008,2375008,2375008
H003495-GWU7YZ,2594118,2594118,2594118
H003496-9D4XQK,58385,58385,58385
H003497-30DKX1,1618561,1618561,1618561
H003498-W6NP1L,1442703,1442703,1442703
H003499-7POYX0,-203659,-203659,-203659
H003500-T7CACS,8903529,8903529,8903529
H003501-H8ETSN,11730,11730,11730
H003502-B6QFSM,13117,13117,13117
H003503-KMQ3VI,931571,931571,931571
H003504-DR8G2X,-430268,-430268,-430268
H003505-1YUN55,2052866,2052866,2052866
H003506-GSGUME,5115087,5115087,5115087
H003507-UZA19A,10815226,10815226,10815226
H003508-69DOYP,1151733,1151733,1151733
H003509-Z1SOK0,-96264,-96264,-96264
H003510-BZFGRH,-1986623,-1986623,-1986623
H003511-L85QK7,2081091,2081091,2081091
H003512-KM45BY,7982,7982,7982
H003513-AQEPLF,7664070,7664070,7664070
H003514-4M356S,-662168,-662168,-662168
H003515-EOF0S6,62378,62378,62378
H003516-Y4ZMO0,3755604,3755604,3755604
H003517-60OR0Y,-23322,-23322,-23322
H003518-MHJHOG,0,0,0
H003519-436WAH,-1601168,-1601168,-1601168
H003520-7W72SN,1790985,1790985,1790985
H003521-GC3776,1205604,1205604,1205604
H003522-ZD933Z,2013746,2013746,2013746
H003523-X36UA5,8008,8008,8008
H003524-1RFJM0,1015578,1015578,1015578
H003525-AFZFHA,3047489,3047489,3047489
H003526-X0YCDQ,0,0,0
H003527-YP9CW8,4627648,4627648,4627648
H003528-LJV9TF,0,0,0
H003529-H9F2TK,166150,166150,166150
H003530-KJUI1N,751723,751723,751723
H003531-J68KJY,0,0,0
H003532-ADZ61E,-268370,-268370,-268370
H003533-YAX72W,4166724,4166724,4166724
H003534-XC4LJK,5951235,5951235,5951235
H003535-V69NC8,289912,289912,289912
H003536-61XXI6,569831,569831,569831
H003537-54NNXU,248450,248450,248450
H003538-PM3S3X,10015,10015,10015
H003539-NL9ZZN,-11622,-11622,-11622
H003540-KEUIB6,4705968,4705968,4385738
H003541-MVGOX4,-380300,-380300,-380300
H003542-APN8MT,2192567,2192567,2192567
H003543-4VQ568,612303,612303,612303
H003544-AWF2N7,2090468,2090468,2090468
H003545-VBHDLX,4008,4008,4008
H003546-INXI25,832378,832378,832378
H003547-KY9JHY,1703213,1703213,1703213
H003548-8C1VCA,9157,9157,9157
H003549-W3KZUB,1479833,1479833,1479833
H003550-SKBSYE,-1308480,-1308480,-1308480
H003551-WD0UDU,2488569,2488569,2488569
H003552-DQ9Y90,-1887973,-1887973,-1887973
H003553-RZ82UU,8005239,8005239,8005239
H003554-EAZNCJ,0,0,0
H003555-ASKQ3F,36279,36279,36279
H003556-RS3G4X,98439,98439,98439
H003557-2RVK17,-628552,-628552,-639119
H003558-IVVHQ2,3142,3142,3142
H003559-4ZE0FC,-573919,-573919,-573919
H003560-GO8IDW,4895819,4895819,4895819
H003561-V76PBY,-832163,-832163,-832163
H003562-Y081QD,399155,399155,399155
H003563-A89SPT,-747274,-747274,-747274
H003564-NKCM7N,2205083,2205083,2205083
H003565-JWJS48,3089883,3089883,3089883
H003566-4NODKQ,5427253,5427253,5427253
H003567-I0WNGW,-66722,-66722,-66722
H003568-V644NU,0,0,0
H003569-AGJXJO,226112,226112,226112
H003570-ULFXRF,860350,860350,860350
H003571-EETW78,1331657,1331657,1331657
H003572-LXEQB7,0,0,0
H003573-B0N7XW,8277,8277,8277
H003574-KX26MM,2945,2945,2945
H003575-H4K3AK,1074,1074,1074
H003576-KOHBSZ,0,0,0
H003577-2XTYH0,36515,36515,36515
H003578-R7CNWW,-58592,-58592,-58592
H003579-TIJAST,2655360,2655360,2655360
H003580-WY50N8,2409736,2409736,2409736
H003581-UEMOX1,411027,411027,411027
H003582-PHH5YS,0,0,0
H003583-CKK1HA,0,0,0
H003584-94QJYG,-340618,-340618,-340618
H003585-1TVI8M,6291555,6291555,6291555
H003586-OKTECT,0,0,0
H003587-2H1O6J,39857,39857,39857
H003588-F5TKE6,0,0,0
H003589-HZ5HEK,5854044,5854044,5854044
H003590-7GU31W,4712687,4712687,4712687
H003591-11F2DX,16164,16164,16164
H003592-MEJTRA,620710,620710,620710
H003593-0ASTMO,-44257,-44257,-44257
H003594-44V3O1,0,0,0
H003595-4VU1KB,5531546,5531546,5531546
H003596-87JXSJ,-307816,-307816,-307816
H003597-03KJV7,0,0,0
H003598-39C1RP,5975,5975,5975
H003599-HMYIY9,1604297,1604297,1604297
H003600-BKJ87I,-18440,-18440,-18440
H003601-B4W7BG,3546867,3546867,3546867
H003602-EHHRXF,0,0,0
H003603-YR7P96,7782406,7782406,7782406
H003604-BKUXEW,2616411,2616411,2616411
H003605-5YVT03,4625154,4625154,4625154
H003606-IW4442,604074,604074,604074
H003607-GW9JS5,142619,142619,142619
H003608-XEBW4V,1598369,1598369,1598369
H003609-TI94WM,6014959,6014959,6014959
H003610-POOCZ8,-122555,-122555,-122555
H003611-FVXG85,-464032,-464032,-464032
H003612-FOKZ8Y,6265838,6265838,6265838
H003613-NE73AF,596,596,596
H003614-J877VV,1461804,1461804,1461804
H003615-31XZ8L,8839,8839,8839
H003616-H5F294,-768009,-768009,-768009
H003617-4FMCD2,3237,3237,3237
H003618-CFNG0T,-87771,-87771,-87771
H003619-KZ7ES2,822065,822065,822065
H003620-7J17Z6,-590576,-590576,-590576
H003621-E47KSJ,-259671,-259671,-259671
H003622-3JDG75,13014,13014,13014
H003623-I2OLZN,545213,545213,545213
H003624-IB5990,-347905,-347905,-347905
H003625-PWXIIU,22147,22147,22147
H003626-13E6BD,0,0,0
H003627-49XBQW,406184,406184,406184
H003628-6YQF1E,-573931,-573931,-573931
H003629-I824EH,5341140,5341140,5341140
H003630-0V78HI,1883651,1883651,1883651
H003631-O7DW3J,-1056550,-1056550,-1056550
H003632-VMW148,609794,609794,609794
H003633-UQGF2D,-1237363,-1237363,-1237363
H003634-L0L8CR,-11570,-11570,-11570
H003635-1VUY9M,2953812,2953812,2953812
H003636-AXBDMM,8015,8015,8015
H003637-90D65J,164606,164606,164606
H003638-C8HW9V,242706,242706,242706
H003639-8QKE4W,-343051,-343051,-310743
H003640-K408MW,-244646,-244646,-244646
H003641-LN8OTM,9097525,9097525,9097525
H003642-7XK8LU,4906904,4906904,4906904
H003643-6KKGOB,4004,4004,4004
H003644-SB88F7,6123,6123,6123
H003645-8UMJY4,-695506,-695506,-695506
H003646-5DDHD3,0,0,0
H003647-X9OA9F,0,0,0
H003648-MPM6L8,1725035,1725035,1725035
H003649-SNUKW2,-289612,-289612,-289612
H003650-EGU6WQ,21977,21977,21977
H003651-NVFN7P,22818,22818,22818
H003652-Z01LWJ,5095812,5095812,5095812
H003653-VUWZAR,-901277,-901277,-901277
H003654-J49223,7768,7768,7768
H003655-OOYD4H,8002,8002,8002
H003656-JHZWRT,2281034,2281034,2281034
H003657-K3TJER,-5100,-5100,-5100
H003658-BS8WF0,8523,8523,8523
H003659-Z8S4VM,-350429,-350429,-350429
H003660-TJO8S8,868782,868782,868782
H003661-JU3XET,456279,456279,456279
H003662-E9Z8MJ,-42542,-42542,-42542
H003663-6Q5HH8,0,0,0
H003664-Z5VAAZ,0,0,119453
H003665-FT1NP0,6237,6237,6237
H003666-6H9KTQ,0,0,0
H003667-63YX8J,1085039,1085039,1085039
H003668-UP1ZDO,544608,544608,544608
H003669-K7FRBP,595441,595441,595441
H003670-P802HD,25945,25945,25945
H003671-PROH30,2569950,2569950,2569950
H003672-991BK0,2690905,2690905,2690905
H003673-OD1IQ6,38855,38855,38855
H003674-6SVFHF,1084936,1084936,1084936
H003675-OUCXT0,6059858,6059858,6059858
H003676-70GHF6,0,0,0
H003677-XI58D4,-1381441,-1381441,-1381441
H003678-1XM5L6,23433,23433,23433
H003679-9E0TUV,1375973,1375973,1375973
H003680-BMNJ83,981082,981082,981082
H003681-T10VZ5,-14437,-14437,-14437
H003682-XSQSM4,-820703,-820703,-820703
H003683-J9SGDH,0,0,0
H003684-RRMSB9,7981,7981,7981
H003685-O2BSLF,0,0,0
H003686-4LSOMX,84573,84573,84573
H003687-GVOYIQ,-279835,-279835,-279835
H003688-9ST46B,8018635,8018635,8018635
H003689-L5FDPU,-390831,-390831,-390831
H003690-DJPJ6K,1086671,1086671,1086671
H003691-VU2OMJ,1518516,1518516,1518516
H003692-X512FX,4946817,4946817,4946817
H003693-OQL7K8,-515383,-515383,-515383
H003694-R5X0H5,405815,405815,405815
H003695-PQ1H70,4084737,4084737,4084737
H003696-Y7YJ4F,7699684,7699684,7699684
H003697-FY3JFS,2078538,2078538,2286744
H003698-WMAC97,4211660,4211660,4211660
H003699-ZHYUVP,10255,10255,10255
H003700-9H9U9C,7983,7983,7983
H003701-203VAV,2500251,2500251,2500251
H003702-94LVFU,65196,65196,65196
H003703-YQXIV2,743389,743389,743389
H003704-A9EIYE,-430410,-430410,-430410
H003705-01V9QM,1075337,1075337,1075337
H003706-6HV3UC,0,0,0
H003707-9N7440,-6699,-6699,-6699
H003708-9R1ST7,0,0,0
H003709-VRKTYO,4109,4109,4109
H003710-0LI71S,2434056,2434056,2434056
H003711-GLPQ8G,0,0,0
H003712-C8KRI3,338461,338461,338461
H003713-LX35N2,8314895,8314895,8314895
H003714-3LD2DV,16947030,16947030,16947030
H003715-AMX8FO,16817442,16817442,16817442
H003716-D32LPV,11635,11635,11635
H003717-3MXJ3Q,1169404,1169404,1169404
H003718-1HTD9D,0,0,0
H003719-2WOJDZ,1893018,1893018,1893018
H003720-4GIPJJ,2699949,2699949,2699949
H003721-TKI313,1340479,1340479,1340479
H003722-TU6Q6R,-2187873,-2187873,-2187873
H003723-AG2KAO,7579,7579,7579
H003724-DT2NFK,-230077,-230077,-230077
H003725-1QIO67,501905,501905,501905
H003726-ZTY7XX,5441,5441,5441
H003727-F6Q9ZQ,-289039,-289039,-289039
H003728-O4J864,1633758,1633758,1633758
H003729-4K4GRQ,1942597,1942597,1908232
H003730-858GOL,-1719689,-1719689,-1719689
H003731-Z1L6LV,3981,3981,3981
H003732-93UNBF,2644584,2644584,2644584
H003733-TLJPNF,10579,10579,10579
H003734-VH7G6N,421803,421803,421803
H003735-S4J74V,4270233,4270233,4270233
H003736-3PM88L,669244,669244,669244
H003737-GA2E8P,1419755,1419755,1419755
H003738-5ZK77G,-75260,-75260,-75260
H003739-AK92GT,3311662,3311662,3311662
H003740-574TAM,8011,8011,8011
H003741-3BTFWO,-3814762,-3814762,-3814762
H003742-N6CMDS,-816135,-816135,-816135
H003743-B3R5HV,956328,956328,956328
H003744-M1I1PT,0,0,0
H003745-713186,-1693379,-1693379,-1693379
H003746-FQ9ON2,1023485,1023485,1023485
H003747-JFPYE7,-159134,-159134,-159134
H003748-K1UBNM,0,0,0
H003749-HH4YIY,0,0,0
H003750-N0S06X,2261009,2261009,2261009
H003751-QJ95DV,2910599,2910599,2910599
H003752-7TMQCF,0,0,0
H003753-T3ILPJ,1353208,1353208,1353208
H003754-AF0NZ8,956,956,956
H003755-HOY0XE,-973100,-973100,-973100
H003756-QZEANV,2687329,2687329,2687329
H003757-RPBWNG,8006,8006,8006
H003758-2IZZK9,0,0,0
H003759-QPUMPF,4203100,4203100,4203100
H003760-LGXF1G,-4069239,-4069239,-4069239
H003761-LGAHL0,7480960,7480960,7480960
H003762-97ARN8,8018,8018,8018
H003763-SOGVFC,1202624,1202624,1202624
H003764-PMLVZB,1037315,1037315,1037315
H003765-YOL64T,1052127,1052127,1052127
H003766-Y5DIVG,2338930,2338930,2338930
H003767-LX24NE,1974,1974,1974
H003768-JB56OG,4531346,4531346,4531346
H003769-BFW0EM,0,0,0
H003770-2982IN,-335888,-335888,-335888
H003771-024FV8,110470,110470,110470
H003772-BACAM7,-611785,-611785,-611785
H003773-610TYT,1189600,1189600,1189600
H003774-5I9J3J,5817464,5817464,5817464
H003775-937P48,-209377,-209377,-209377
H003776-5296AJ,-2180907,-2180907,-2180907
H003777-6Q5Z0L,125404,125404,125404
H003778-TFIB30,5477008,5477008,5477008
H003779-WEI4X6,4422636,4422636,4422636
H003780-9TO9ZI,1692343,1692343,1692343
H003781-ZDOV2K,-275109,-275109,-275109
H003782-QKMFEF,581040,581040,581040
H003783-24PUYZ,1006037,1006037,1031444
H003784-WGWITS,-46732,-46732,-46732
H003785-2RMGYS,-195522,-195522,-195522
H003786-06A9FL,76252,76252,76252
H003787-OHOPA5,1148751,1148751,1296268
H003788-GAXZHL,0,0,0
